text,label
all i have to say is the food was amazing!!!,positive
"it didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.",negative
"by the time the film ended, i not only disliked it, i despised it.",negative
the lighting is awful.,negative
lasted one day and then blew up.,negative
the acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.,negative
"sadly, gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas.",negative
"the bose noise cancelling is amazing, which is very important for a nyc commuter.",positive
an excellent performance from ms.,positive
"i'd say that would be the hardest decision... honestly, all of m's dishes taste how they are supposed to taste (amazing).",positive
"if the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",negative
i knew when i saw the film that more great things were to come from this gifted actor.,positive
"at first i thought i was grtting a good deal at $7.44, until i plugged it into my phone (v3c razr).",negative
"all in all, i'm quite satisfied with this purchase.",positive
it would take too long to describe how bad my customer service experience has been with amazon.,negative
an extensive menu provides lots of options for breakfast.,positive
excellent hands free tool.,positive
"overall, i like there food and the service.",positive
overall i rate this movie a 10 out of a 1-10 scale.,positive
"sounds good reasonably priced and effective, its that simple !",positive
all of the main players are mesmerising.,positive
this is truly an art movie--it actually has a lot of art in it.,positive
"if you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",negative
i was mortified.,negative
when my mom and i got home she immediately got sick and she only had a few bites of salad.,negative
incredible!.,positive
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",negative
the entire audience applauded at the conclusion of the film.,positive
"however, there was so much garlic in the fondue, it was barely edible.",negative
20th century fox's road house 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.,negative
"our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",positive
"performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",negative
"however, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and i couldn't receive and place calls.",negative
the bt headset was such a disapoinment.,negative
eew... this location needs a complete overhaul.,negative
i hate writing bad reviews about films - especially those in which i really like the star - but this film is so bad i don't believe for one second that anyone could have been proud of it.,negative
"unfortunately, any virtue in this film's production work was lost on a regrettable script.",negative
so we went to tigerlilly and had a fantastic afternoon!,positive
"i've only had my bluetooth for a few weeks, but i really like it.",positive
definitely a turn off for me & i doubt i'll be back unless someone else is buying.,negative
1/10 - and only because there is no setting for 0/10.,negative
i highly recommend this case.,positive
does not work.,negative
voice recognition is tremendous!,positive
the instructions didn't explain that a microphone jack could be used.,negative
"no, i'm going to eat the potato that i found some strangers hair in it.",negative
"still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.",positive
"it lacked flavor, seemed undercooked, and dry.",negative
could not get strong enough signal.,negative
this was my first and only vegas buffet and it did not disappoint.,positive
"even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.",negative
the volume switch rocketed out of the unit to a destination unknown.,negative
"now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
i hate movies like that.,negative
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.,positive
that's right....the red velvet cake.....ohhh this stuff is so good.,positive
"crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.",negative
"he is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.",negative
great for the jawbone.,positive
this movie is a good and humorous comment on life in 2006.,positive
disappointing accessory from a good manufacturer.,negative
"even if you love bad movies, do not watch this movie.",negative
fantastic food!,positive
then the film just dropped the ball.,negative
save your money.... i've had this item for 11 months now.,negative
"service is quick and even ""to go"" orders are just like we like it!",positive
"frozen pucks of disgust, with some of the worst people behind the register.",negative
but it does get better reception and clarity than any phone i've had before.,positive
i highly recommend these and encourage people to give them a try.,positive
"very good food, great atmosphere.1",positive
a piece of junk that broke after being on my phone for 2 days!!!,negative
worst customer service ever.,negative
having trouble with volume.,negative
there's really nothing bad i can say about this headset.,negative
"for that, it's worth checking out.",positive
"a lassie movie which should have been ""put to sleep"".... forever.",negative
the jamaican mojitos are delicious.,positive
the lead man is charisma-free.,negative
"the staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",negative
"it didn't work, people can not hear me when i talk.",negative
"seriously flavorful delights, folks.",positive
i probably won't be coming back here.,negative
"i was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",positive
you need two hands to operate the screen.this software interface is decade old and cannot compete with new software designs.,negative
"the servers went back and forth several times, not even so much as an ""are you being helped?""",negative
this is some seriously good pizza and i'm an expert/connisseur on the topic.,positive
it was a waste of my money.,negative
service was good and the company was better!,positive
you never know if you pushed it hard enough or the right number of times for the function you want or not.,negative
no real improvement.,negative
i thought errol flynn was brilliant as custer and has since become my favourite actor!,positive
they really want to make your experience a good one.,positive
definitely will come back here again.,positive
"comfortable, nice range, good battery life.",positive
punishment park is a brilliant piece of cinema.,positive
we walked away stuffed and happy about our first vegas buffet experience.,positive
the battery is working well as a replacement for the original that came with the phone over 2 years ago.,positive
"just really good.. so far, probably the best bt headset i have ever had.",positive
both do good jobs and are quite amusing.,positive
don't bother coming here.,negative
check it out.,positive
but in terms of the writing it's very fresh and bold.,positive
"so i am here to warn you--do not rent this movie, it is the dumbest thing you have never seen!",negative
works great!.,positive
"it works great with a car charger, especially if you cannot plug in two adapters at the same time.",positive
i ordered this for sony ericsson w810i but i think it only worked once (thats when i first used it).,negative
the one big drawback of the mp3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,negative
definitely worth seeingâ… it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,positive
this scene is very strong and unpleasant.,negative
their network coverage in los angeles is horrible.,negative
i never walked out of a movie faster.,negative
"the look of it is very sharp and the screen is nice and clear, with great graphics.",positive
it's a campy sort of film that's a joy to watch.,positive
the cutouts and buttons are placed perfectly.,positive
absolutely great.,positive
there is simply no excuse for something this poorly done.,negative
"it was very popular when i was in the cinema, a good house and very good reactions and plenty of laughs.",positive
a pretty good product.,positive
it was quite comfortable in the ear.,positive
i used bitpim (a free program you can find on the internet)to transfer data to the phone.the price of the cable was excellent.,positive
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food.,negative
this if the first movie i've given a 10 to in years.,positive
you'll love how thin it is.,positive
i found the product to be easy to set up and use.,positive
couldn't ask for a more satisfying meal.,positive
this phone might well be the worst i've ever had in any brand.,negative
this pda rocks.,positive
you can find better movies at youtube.,negative
phone now holds charge like it did when it was new.,positive
it is perfect for a sit-down family meal or get together with a few friends.,positive
once your food arrives it's meh.,negative
very well made and fits my surefire gx2 perfectly.,positive
delete this film from your mind!,negative
they refuse to refund or replace.,negative
it was just not a fun experience.,positive
"if you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",negative
very good stuff for the price.,positive
and the accents are absolutely abysmal!,negative
i really liked that.,positive
i am more than happy with this product.,positive
"the sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.",positive
"the service was great, even the manager came and helped with our table.",positive
"i guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.",negative
after arguing with verizon regarding the dropped calls we returned the phones after two days.,negative
not good when wearing a hat or sunglasses.,negative
don't make the same mistake i did.,negative
"great price, too!",positive
my friend loved the salmon tartar.,positive
i'd love to go back.,positive
very bad experience!,negative
"this movie creates its own universe, and is fascinating in every way.",positive
"sound quality on both end is excellent, i use headset to call my wife and ask my wife to use headset to call me !2.",positive
the greek dressing was very creamy and flavorful.,positive
"there was no chemistry between ben affleck and sandra bullock in this film, and i couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.",negative
i recommend igo to anyone with different brand cell phones/mp3 players in the family.,positive
i just wanted to leave.,negative
we also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,negative
worked very well paired with a treo 700w and as a skype headset on my pc (using a usb bluetooth transceiver).,positive
"we thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",positive
"it's a fresh, subtle, and rather sublime effect.",positive
i'm super pissd.,negative
excellent product for the price.,positive
it finds my cell phone right away when i enter the car.,positive
you get what you pay for i guess.,negative
that one didn't work either.,negative
avoid this establishment!,negative
i would recommend it.,positive
piece of junk.,negative
what a big waste of time.,negative
"this movie is a solid example of a bad plot and a very, very bad idea all the way.",negative
great phone.,positive
"verizon tech support walked my through a few procedures, none of which worked and i ended up having to do a hard re-set, wiping out all my data.",negative
"your servers suck, wait, correction, our server heimer sucked.",negative
"poor service, the waiter made me feel like i was stupid every time he came to the table.",negative
i probably would not go here again.,negative
the problem i have is that they charge $11.99 for a sandwich that is no bigger than a subway sub (which offers better and more amount of vegetables).,negative
the script isâ…was there a script?,negative
"it's fits like a glove and is strong, secure, and durable.",positive
high-quality chicken on the chicken caesar salad.,positive
i'd like to return it.,negative
"not a weekly haunt, but definitely a place to come back to every once in a while.",positive
you won't regret it!,positive
when i received my pita it was huge it did have a lot of meat in it so thumbs up there.,positive
the phone takes forever to charge like 2 to 5 hours literally.,negative
a good commentary of today's love and undoubtedly a film worth seeing.,positive
the headset fulfills my requirements so i am happy with my purchase.,positive
everything is appalling.,negative
"if you hate earbugs, avoid this phone by all means.",negative
"bad day or not, i have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
"i like armand assante & my cable company's summary sounded interesting, so i watched it, twice already, and probably will again.",positive
the wind and the lion is well written and superbly acted.,positive
the stories were as unbelievable as the actors.,negative
"macbeth (jason connery) moved me to tears with his final monolog (out brief candle, out)he gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.",positive
not recommended.,negative
i had verizon 2 years ago and really liked their service.,positive
"not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",positive
lame would be the best way to describe it.,negative
i rate this movie 9/10.,positive
"my colleague & i now get great reception.a little expensive, but performance is great.",positive
"very good, though!",positive
battery is terrible.,negative
i'll definitely be in soon again.,positive
it'll be a regular stop on my trips to phoenix!,positive
none of the new ones have ever quite worked properly.,negative
"you get extra minutes so that you can carry out the call and not get cut off.""",positive
"it's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",positive
will be back again!,positive
i wasn't really impressed with strip steak.,negative
it always cuts out and makes a beep beep beep sound then says signal failed.,negative
the sound quality is good and functionality is awesome.,positive
"despite how hard i rate businesses, its actually rare for me to give a 1 star.",negative
"it is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",positive
"friend's pasta -- also bad, he barely touched it.",negative
go to place for gyros.,positive
if only someone involved with it knew how to string together narrative!,negative
"i can barely ever hear on it and am constantly saying ""what?""",negative
"the wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
the music in the film is really nice too.,positive
"however, this didn't make up for the fact that overall, this was a tremendously boring movie.",negative
"otherwise, don't even waste your time on this.",negative
the heart attack grill in downtown vegas is an absolutely flat-lined excuse for a restaurant.,negative
a great touch.,positive
i own 2 of these cases and would order another.,positive
the worst phone i've ever had.... only had it for a few months.,negative
"all in all, i'd expected a better consumer experience from motorola.",negative
these are the nicest restaurant owners i've ever come across.,positive
they have great dinners.,positive
i bought this to use with my kindle fire and absolutely loved it!,positive
the buffet is small and all the food they offered was bland.,negative
fantastic service here.,positive
the keyboard is a nice compromise between a full qwerty and the basic cell phone number keypad.,positive
timely shipment and quality product.,positive
i have bought this nokia cell phone a few weeks ago and it was a nightmare.,negative
almost all of the songs in cover girl are old-fashioned and not very tuneful.,negative
does not work for listening to music with the cingular 8125.,negative
it is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.,positive
"i'll be drivng along, and my headset starts ringing for no reason.",negative
they work about 2 weeks then break.,negative
i did not expect this to be so good!,positive
trumbull on i love lucy).,positive
"the writer, gorman bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",positive
i dressed up to be treated so rudely!,negative
"with the originality and freshness of the first movie now spent, this remake had little else to offer.",negative
"* comes with a strong light that you can use to light up your camera shots, and even flash sos signals (seriously!",positive
"god, and i can never get that 90 minutes back!",negative
"however, the ear pads come off easily and after only one week i lost one.",negative
what this film lacks is a convincing script.,negative
i am sorry i made this purchase.,negative
"okay, i like to consider myself a fair critic, so i'll give credit where credit's due--the creature effects were actually pretty cool.",positive
obviously there is a problem with the adhesive.,negative
the only thing i wasn't too crazy about was their guacamole as i don't like it purã©ed.,negative
i love the scream movies and all horror movies and this one ranks way up there.,positive
"i saw this film over christmas, and what a great film it was!",positive
ursula burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.,positive
treo and t-mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,negative
too politically correct.,negative
"when my order arrived, one of the gyros was missing.",negative
not good enough for the price.,negative
"utterly without merit on any level, this is akin to torture.",negative
"of course, the acting is blah.",negative
"it has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... if you're looking for the be-all, end-all of brainsucking movies, look no further.",positive
great phone!.,positive
service sucks.,negative
"i mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative
i can assure you that you won't be disappointed.,positive
and the beans and rice were mediocre at best.,negative
but i thought his acting was skilled.,positive
"totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.",positive
i have read other's reviews here but i haven't had any problem with it.,positive
"our waiter was very attentive, friendly, and informative.",positive
"after one bite, i was hooked.",positive
"tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",positive
the only thing that i think could improve is the sound leaks out from the headset.,negative
absolutel junk.,negative
i have two more years left in this contract and i hate this phone.,negative
"i understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.",negative
one of the few places in phoenix that i would definately go back to again .,positive
awsome device works great!!.,positive
"the chains, which i'm no fan of, beat this place easily.",negative
our server was super nice and checked on us many times.,positive
so i bought about 10 of these and saved alot of money.,positive
the only very disappointing thing was there was no speakerphone!!!!,negative
great phone.,positive
"the tracfonewebsite is user friendly and makes it easy toactivate, etc.",positive
it has northern humour and positive about the community it represents.,positive
"it is wonderful and inspiring to watch, and i hope that it gets released again on to video or dvd.",positive
just spicy enough.. perfect actually.,positive
"i particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.",negative
excellently produced by one of sci-fi's best producers scot vandiver !,positive
horrible - don't waste your time and money.,negative
really pleased with this product so far.,positive
this is by far the worst purchase i've made on amazon.,negative
what a waste of time!,negative
"almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.",negative
"on a positive note, our server was very attentive and provided great service.",positive
service stinks here!,negative
if you are razr owner...you must have this!,positive
the owners are super friendly and the staff is courteous.,positive
the place was not clean and the food oh so stale!,negative
"also, the phone doesn't seem to accept anything except cbr mp3s, preferably ripped by windows media player.",negative
avoid at all cost!,negative
it also had a new problem.,negative
the patio seating was very comfortable.,positive
the fried rice was dry as well.,negative
from what my dinner companions told me...everything was very fresh with nice texture and taste.,positive
"it's a mediocre, miserable, hollow, laughable and predictable piece of garbage.",negative
give this one a look.,positive
the warm beer didn't help.,negative
really good product.,positive
"director neil labute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",positive
i have recommended it to friends.,positive
"i'm a big fan of this series mostly due to anne rice's style, sensitivities and treatments.",positive
the scallop dish is quite appalling for value as well.,negative
i don't think we'll be going back anytime soon.,negative
this was my first time and i can't wait until the next.,positive
all three broke within two months of use.,negative
plan on ordering from them again and again.,positive
i had absolutely no problem with this headset linking to my 8530 blackberry curve!,positive
"good case, excellent value.",positive
if you want a real scare rent this one!,positive
"at first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",positive
best breakfast buffet!!!,positive
happy so far!.,positive
"the casting is also horrible, cause all you see is a really really bad actors, period.",negative
"the soundtrack wasn't terrible, either.",positive
"to sum the film up, ""breeders"" is a terrible, cheaply made horror movie that should be avoided like the ebola virus.",negative
worthwhile.,positive
their frozen margaritas are way too sugary for my taste.,negative
food was so gooodd.,positive
the update procedure is difficult and cumbersome.,negative
update.....went back for a second time and it was still just as amazing,positive
i think food should have flavor and texture and both were lacking.,negative
"will never, ever go back.",negative
"i only used it two days, and it wasn't always easy to hear with.",negative
"there was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.",negative
do not buy do not buyit sucks,negative
i love this bluetooth!,positive
very good phone.,positive
amazon sucks.,negative
"lastly, the mozzarella sticks, they were the best thing we ordered.",positive
crostini that came with the salad was stale.,negative
a disappointment.,negative
not worth it.,negative
i got the car charger and not even after a week the charger was broken...i went to plug it in and it started smoking.,negative
has been working great.,positive
the block was amazing.,positive
great bluetooth!.,positive
- they never brought a salad we asked for.,negative
appetite instantly gone.,negative
the selection was probably the worst i've seen in vegas.....there was none.,negative
we got the food and apparently they have never heard of salt and the batter on the fish was chewy.,negative
"the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain.",negative
the plug did not work very well.,negative
display is excellent and camera is as good as any from that year.,positive
the cashew cream sauce was bland and the vegetables were undercooked.,negative
there were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.,negative
worst food/service i've had in a while.,negative
battery lasts only a few hours.,negative
food was great and so was the serivce!,positive
i loved the bacon wrapped dates.,positive
restaurant is always full but never a wait.,positive
"but the acting--even that of such professionals as drago and debbie rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.",negative
product is exactly as described.,positive
would not reccommend.,negative
"i have had tmobile service for 2 or 3 years now, and i am pretty happy with it.",positive
hopefully this bodes for them going out of business and someone who can cook can come in.,negative
it fits my ear well and is comfortable on.,positive
great product.,positive
what a mistake that was!,negative
they are so cool!,positive
the staff is friendly and the joint is always clean.,positive
sweetest phone!!!,positive
i took back my money and got outta there.,negative
"the burger... i got the ""gold standard"" a $17 burger and was kind of disappointed.",negative
"bad fit, way too big.",negative
i've lived here since 1979 and this was the first (and last) time i've stepped foot into this place.,negative
i've seen soap operas more intelligent than this movie.,negative
it was packed!!,negative
total waste of time.,negative
"the sangria was about half of a glass wine full and was $12, ridiculous.",negative
love this headset!,positive
"he was extremely rude and really, there are so many other restaurants i would love to dine at during a weekend in vegas.",negative
"in summary, this was a largely disappointing dining experience.",negative
he was terrible!,negative
their daily specials are always a hit with my group.,positive
"i've had no trouble accessing the internet, downloading ringtones or performing any of the functions.",positive
the food was excellent and service was very good.,positive
i received it quickly and it works great!!,positive
i don't think it would hold it too securly on your belt.,negative
the foreigner is not worth one second of your time.,negative
lately they have been extremely nice and helpful on the phone.,positive
"considering the relations off screen between taylor and stanwyck, it was surprising how little chemistry there was on screen between the two of them.",negative
"feelings, thoughts...gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in huston's portrayal.",positive
"i like the fact that it rests lightly against your ear, rather than inside.",positive
"first of all, it doesn't wear well.",negative
i love their fries and their beans.,positive
"this convention never worked well in the past, and certainly doesn't work here.",negative
"all in all, i can assure you i'll be back.",positive
this is a great product..... sure beats using your fingers!.,positive
this is cool because most cases are just open there allowing the screen to get all scratched up.,positive
food was average at best.,negative
awesome device.,positive
waitress was a little slow in service.,negative
we loved the place.,positive
see it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,positive
"the film is well paced, understated and one of the best courtroom documentaries i've seen.",positive
"i love the camera, it's really pretty good quality.",positive
i liked it.,positive
we'll never go again.,negative
"i have purchased these for both family and friends, and all enjoy their clarity and ease of use",positive
"five star plus, plus.",positive
if there were zero stars i would give it zero stars.,negative
"for a product that costs as much as this one does, i expect it to work far better and with greater ease than this thing does.",negative
"good value, works fine - power via usb, car, or wall outlet.",positive
i was not impressed by this product.,negative
about half way through this film i started to dislike it.,negative
"when i placed my treo into the case, not only was it not snug, but there was a lot of extra room on the sides.",negative
we won't be returning.,negative
special thanks to dylan t. for the recommendation on what to order :) all yummy for my tummy.,positive
the sweet potato tots were good but the onion rings were perfection or as close as i have had.,positive
i promise they won't disappoint.,positive
the movie is terribly boring in places.,negative
the film's sole bright spot was jonah hill (who will look almost unrecognizable to fans of the recent superbad due to the amount of weight he lost in the interim).,positive
"this one wants to surf on the small wave of space movies in 1998 (deep impact and armageddon), and this one fails everywhere.",negative
after two i felt disgusting.,negative
stopped by during the late may bank holiday off rick steve recommendation and loved it.,positive
"the food is about on par with denny's, which is to say, not good at all.",negative
"a couple of months later, i returned and had an amazing meal.",positive
"they could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",positive
i won't be back.,negative
the sound quality is excellent as well.,positive
"one more thing: i can tolerate political incorrectness very well, i'm all for artistic freedom and suspension of disbelief, but the slavic female character was just too much.",negative
"this place is not worth your time, let alone vegas.",negative
